subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet,measurement,measurements,y0,y0.25,y0.5,y0.75,y1,y1.25,y1.5,y1.75,y2,y2.25,y2.5,y2.75,y3,y3.25,y3.5,y3.75,y4,y4.25,y4.5,y4.75,y5,y5.25,y5.5,y5.75,y6,y6.25,y6.5,y6.75,y7,y7.25,y7.5,y7.75,y8,y8.25,y8.5,y8.75,y9,y9.25,y9.5,y9.75,y10,y10.25,y10.5,y10.75,y11,y11.25,y11.5,y11.75,y12,y12.25,y12.5,y12.75,y13,y13.25,y13.5,y13.75,y14,y14.25,y14.5,y14.75,y15,y15.25,y15.5,y15.75,y16,y16.25,y16.5,y16.75,y17,y17.25,y17.5,y17.75,y18,y18.25,y18.5,y18.75,y19,y19.25,y19.5,y19.75,y20,y20.25,y20.5,y20.75,y21,y21.25,y21.5,y21.75,y22,y22.25,y22.5,y22.75,y23,y23.25,y23.5,y23.75,y24,y24.25,y24.5,y24.75,y25,y25.25,y25.5,y25.75,y26,y26.25,y26.5,y26.75,y27,y27.25,y27.5,y27.75,y28,y28.25,y28.5,y28.75,y29,y29.25,y29.5,y29.75,y30,y30.25,y30.5,y30.75,y31,y31.25,y31.5,y31.75,y32,y32.25,y32.5,y32.75,y33,y33.25,y33.5,y33.75,y34,y34.25,y34.5,y34.75,y35,y35.25,y35.5,y35.75,y36,y36.25,y36.5,y36.75,y37,y37.25,y37.5,y37.75,y38,y38.25,y38.5,y38.75,y39,y39.25,y39.5,y39.75,y40,y40.25,y40.5,y40.75,y41,y41.25,y41.5,y41.75,y42,y42.25,y42.5,y42.75,y43,y43.25,y43.5,y43.75,y44,y44.25,y44.5,y44.75,y45,y45.25,y45.5,y45.75,y46,y46.25,y46.5,y46.75,y47,y47.25,y47.5,y47.75,y48,y48.25,y48.5,y48.75,y49,y49.25,y49.5,y49.75,y50,y50.25,y50.5,y50.75,y51,y51.25,y51.5,y51.75,y52,y52.25,y52.5,y52.75,y53,y53.25,y53.5,y53.75,y54,y54.25,y54.5,y54.75,y55,y55.25,y55.5,y55.75,y56,y56.25,y56.5,y56.75,y57,y57.25,y57.5,y57.75,y58,y58.25,y58.5,y58.75,y59,y59.25,y59.5,y59.75,y60,y60.25,y60.5,y60.75,y61,y61.25,y61.5,y61.75,y62,y62.25,y62.5,y62.75,y63,y63.25,y63.5,y63.75,y64,y64.25,y64.5,y64.75,y65,y65.25,y65.5,y65.75,y66,y66.25,y66.5,y66.75,y67,y67.25,y67.5,y67.75,y68,y68.25,y68.5,y68.75,y69,y69.25,y69.5,y69.75,y70
Al-Ch-30,1982-11-06,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,50,48,23,42,40.5,52.5,,,,,,,,,,,,,,55,,33,,51.5,,23,58,,,,,15,,30.5,,47,,,36,,46.5,,,57.5,35,,43,,46,,33,,,17,,17,20,,36,,,,,,28,,,25,,,,,,,27,,,42,,,,,18.7,,,18.7,,,,,28,,,,16.6,,,,13.7,,,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-31,1982-12-06,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,53,52.5,34,36,57,36,,,,,,,,,,,,,,,,,,62,,,,36,,,45,,34,59,,54,49,32.5,,,59,,,28,60,,23,,50,58,,22,,41,,43,,51,,30,,,,18,,,14,,,,21,,,,,,,,,,,,40,,,24.8,,,29.7,,40.8,,,36.4,,13.6,,,,,23.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-32,1982-12-09,2010-10-21,27.87,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,35,,,,,,88,,80,,,,,,61,,,,75,,69,,34,,,77,,,,,,,,,,60,,,44,43,39.5,,,29,,43,,36,,,59,,46,,46,,53,,22,,26,,,51,,31,,,,13,,,,22,,,,,,,,23,,12.4,,12.4,,,48.6,,,,,41.7,,36.8,,,,41.3,44.8,,,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-33,1983-01-15,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,108,41,53,52,51,63.5,73,61,82,63,81,75,68,,64,,,72,41,55,76,,24,,44,,41,,37,,,,54,,,,7,,,60,50,,,46.5,,,54,,,15,35,,31,,24,,16,,39,,,,,11,,,58,,49,,43,,,,,20.8333,,,,,,11,,,,7.7,,,,26.8,,,,33.8,,,,8.8,,20.4,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-34,1983-02-25,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,39,34.5,44.5,46,44,49,,,,,,,,,65,,,,,69,70,,,,75,,44,,,,55,40,,,50.5,,,,48,,,,21,,,31,,65,,44,,39,,14,,31,,15,,,,,22,,,56,,,,,,,,,,,48,,,,,34.4,,,61.3,,,,38.9,,,,24.9,,24.7,,,,15.6,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-36,1983-05-28,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,48,,,,58,69,74,92,,76,,84,,72,,59,82,54,75,78,49,,,52,,,,34,,43,,,,37,54,52.5,,,50,34,,48,,,42,,,48,,,46.5,,,46,32,,,38,,,,23,,,,,,,19,,,,,,26,,,,,,34,,,,24.7,,,,24.7,,,,22.2,,,,9.2,,,,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-37,1983-06-02,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,24,,,,,,,,,,,,,,,,,,,,,,,,,46,37,73,,,,,,,,30,,,32,39,,,20,,32,,,46,,,28,,26,,51,,28,,,,3,34,,,47,,,,29,,,,,,,13,,,,10,,,,,11.3,,,,,,,19.9,,,,11.9,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-38,1983-11-02,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,38,,,,37.5,56,67,,,,,,,,,,,,,,19,23,,,,45,,,,,,,,46.5,,,42,39,,,48,,42,,,44,45,23,,45,23,48,31,,,45,,,,30,6,,13,,,,37,,,,,,,,,,,,11,,23.8,,,,,28.9,,,,15.8,,,11.8,,,,,10.6,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-39,1983-11-18,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,67,40,65.5,69,79,75,65,56,,75,,34,,65,73,48,57,70,56.5,,62,50.5,,,,,,,,,,54,,,,38,41,,72,,40,,40,40,,,,26,,17,,16,,26,,28,,,33,27,,,35,,,,30,,,,,,,27,,,,,10,,,,13.9,,,37.1,,,,29.2,,,35.7,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-4,1957-09-29,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,24,,68,,,31,,,,,,49,,,,21,,,27,,42,,,48,,,42,26,,8,,42,,16,,33,,,,,35,,,20,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-40,1970-12-14,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,29,,43,,,,65,,,,,,45,,,,,11,,33,48,48,,,49,,,21,,,38,60,,62,26.5,8,8,46,,42,,,,,30,,,4,14,,,,,,25,,,17,,,,,34,,,,11,,28.1,32.4,,26.4,24,,,,33.4,,,,10.2,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-41,1967-12-15,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,15,,,54,,54,,58,,,60,,15,28,,51,42.5,,32,,37,32,,61,,,63,,31,73,,,32,70,,57,,35,,22,,,,27,,39.5,45,64,,,34,,,,40,,6,,,14,18,,,,25.8,,,,,31.1,,,23.3,,27.8,,,,,15.6,,,,10.6,,,,,38.8,,,,,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-42,1984-02-15,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,49,43,61.5,66,49,61.5,69.5,,60,,,,,,,,,,,,,,,,,55,,,,,,,23,,13,,28,,24,,,30,,,36,23,,27,,,25,29,,,16,,,,36,8,,15,,,,27,,,,5,,,32,,,,,7,,,,7.3,,,17.8,,,,13.1,,,,,5.3,,,,7.7,,,13.1,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-43,1984-02-29,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,48,53,57.5,79,85,73,,,,,,,,,,,,,,,44,,,,63,,,,,,67,,46,,42,44,30,30,48,,,41,,20,,60,,33,53,,,50,21,,,,,47,18,,,,29,,,6,,,,,,,18,,,,,16,,,,33,,26.3,,,,8.8,,,26.9,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-44,1984-06-12,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,92,49.5,53,72,66,70,67,,,,,72,64,60,83,63.5,63,71,47,49,52,51,45,68,50.5,52,51,33,,,,23.5,,34,,37,,25,,20,29,,,26,35,,25,,5,,26,,25,,,11,,24,,6,,,,9,,,,,12,,,,,,,7,,,,15.4,,,,25.3,,,,20.6,,16.9,,,,23.3,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-45,1984-09-21,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,29,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,50,,,66,60,41,,19,,23,,51,,,40,,,23,,27,,,54,49,,,,20,,43,,,37,,26,,,,,,11,,,,,18,,,,20.7,,,44.1,,,,37.6,,,,16,,,,21.6,,,,38.1,38.1,,24.7,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-46,1979-04-24,2008-03-27,28.92,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,36,,,34,,,20,,32,,,44,,52,,26,,,,,17,35,,,38,,38,,44,,37,,34,,,,,,44,,21,,,,,11,,,,,,37,,,,,48,,,,18.3,,,,39.5,,,,42.2,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-47,1984-12-16,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,33,,,,70,,,,,,,,,,,,,,,27,,,,46,,,,39,,38,,47.5,56.5,30,,49,,,44,,42,,61,,23,,36,,34,,38,,,,,41,,38,,,52,,,,,33,,,11,,,,,36,,,,17.2,,,41.7,,,,,48.7,,36.7,,,,,0.8,,,,14.1,7.3,,14.9,,,,,,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-48,1985-01-18,2010-07-04,25.46,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,27,,,,,,,,,,,,,,,,,,,,,,,,,,34,,43,,,42.5,,51,,47,,39,,51,,24,,,28,63,,27,,,,,,19,88,,,,,13,,,16,,,,,,10,,,,,10,,,,21,6.1,,16.5,,,,20.2,,,7.4,,,,8.5,,,,7.1,,,4.9,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-49,1985-04-10,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,28,,,,,,,,,,,,,,,55,,,39,,,,,,,,,,42,34,,39,,43,,,41,,,,46,,,32,,41,,22,,40,,,,,21,,40,,,,21,,,,32,,,,18,,,,,12,,,,,,,14.6,,,,29.2,,,,16.5,,,,12,29.3,,,26.8,,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-5,1972-07-23,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-50,1985-04-17,2009-05-29,24.12,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,23,,,,,,,,,,,,,,,,,,,,,12,,,,,,47,,33,28,,45,,35,,37,,53,,,24,,52,,28,,,11,,,,54,25,,,,,23,,,18,,,,,,12,,,,,11,,,,9,,10,,,,19.3,,,,13,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-51,1985-04-23,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,28,,,69,,,,,,,,,,,,,,,43,73,,52,,43,,57,,61,,,34,,45,,37,,58,,32,,,25,,21,,12,,37,,37,,,28,40,,,38,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,12.7,,6.4,,,,,5,,18,,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-52,1985-07-09,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,28,,,,,,,,,,,,,,,,,,47,,,,,,59,,,67,,56.5,,48,,61,,31,,35,,38,,,38,47,,40,,7,,,,10,20,,,,,38,,,42,,,,,,,17,,,,14,,,,,22.8,,47.3,,,,28.4,,,23.1,,,,17.8,,,,15.9,,40.8,,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-53,1985-11-07,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,31,,,,,,,,,,,,,,34,65.5,47,54,49,,52,70,,64,,48,59,,35,60,,,56,,35,,,49,,,,,,,,,,10,14,,,,,,17,,,,,41,,,,,14,,,7,,,,13.5,,,,,,54.2,,,22.5,,,15.5,,,,15.2,,,,7.4,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-54,1985-12-02,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,27,,,,,68,,,,,,,,,,,,,,,,53.5,,43,,30,,32,,48,,31,,,42,40,,,44,,,25,,19,27,,,30,,,,21,,,43,,45,,,,,26,,,,38,,,,13,,,,,16.6,,,30,,,,13.3,,11.5,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-55,1986-01-14,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,41,,,,,,,,,,,,,74,67,69.5,62,44,71,,72,,61,38,36,71,,49,,,,61,,42,,,51,53,,,50,,53,,57,,52,,,,,50,,,42,,,,,,,23,,,,53,,,,,22.7,,17.4,,,,,34.5,,,,45,,,,28,,,,37.3,,,9.5,17.1,,,20.4,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-56,1986-02-19,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,41,,,,,68,67,68,72,81,52,66,70,71,65,49,71,62,,,,,36,,,,,29,,34,36,,62,42,,62,,41,,26,,33,,49,,46,,,,,,16,53,,,,,60,,,,,,,17,,,,,12.7,,,,,,,,,,,,,,,,,,38.6,,,,44.8,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-57,1986-03-31,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,17,,,,,,,,,,,,,,,,,,,,,,,,42,,26,,30,,37,,,41,,76,,56,,23,,63,,61,,52,,,,38,28,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-58,1986-04-04,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,72,,,,,26,52,84,76,46,71,41,74,75,75,78,69,49.5,62,53,30,47,16.5,27,45,38,38,49,,24,30,,,35,,40,,50,,41,56,22,,40,,49,,,,,14,,55,,,,54,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,,,,21.4,,,,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-59,1986-04-29,,,Chimpanzee,Male,Social,Mixed,Chow,Lymphocytes-%,76,,,,,,,77,69,60,22,68,79,61,65,76,57,57,54,61,57,35,,54,37,,29.5,32,37,,,,,,,49,32,,,32,,,24,,,33,,,19,18,,,10,,,36,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-6,1974-07-03,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,50,,49,,,,,,,,,29,,33,,,17,,26,,29,,,47,,,48,,43,,27,,24,42,,21,,35,,,25,,,28,,,21,,,,43,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Ch-60,1986-05-05,,,Chimpanzee,Female,Social,Mixed,Chow,Lymphocytes-%,37,,,,,43,77,75,75,75.5,44,78,67,72,76,71.5,57,42,35,,,,,,,60,42,,,,48,,,,55,,55,,,45,,27,12,,35,,,,,,17,,,53,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,33.1,,,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
